request-selected-source-wrapped-contains-target-06-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-06|aef2397f89755e0b59e944f9b6062fb5611eea3ea4b05762643e082168bd9526|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-06-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-06|aef2397f89755e0b59e944f9b6062fb5611eea3ea4b05762643e082168bd9526|200|success|1|734|2c8962bfda6df26238f145f32f089e1ccdb69cc26ea9c2fde590f543638ba060
request-selected-source-wrapped-contains-target-06-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-06|aef2397f89755e0b59e944f9b6062fb5611eea3ea4b05762643e082168bd9526|200|success|200|83941|f7f169fb4cd9a2408b058d9e03502907fe0d9372ba70f2f3749aeaffa464e292
request-selected-source-wrapped-contains-target-07-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-07|2884fe5070e6e70bd2c44e54af37c56e2cfd19343a8721d5b36093d7d1db0f7d|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-07-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-07|2884fe5070e6e70bd2c44e54af37c56e2cfd19343a8721d5b36093d7d1db0f7d|200|success|1|762|d5674d7adcd2d58f93c5f2849f690003bc45d523850181c23ceaa0aacd7e6709
request-selected-source-wrapped-contains-target-07-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-07|2884fe5070e6e70bd2c44e54af37c56e2cfd19343a8721d5b36093d7d1db0f7d|200|success|200|84999|35604ee2a3d19ee64c97fa99f4be154714c60028f948c7a23f75b925d4520a5d
request-selected-source-wrapped-contains-target-08-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-08|25fcd87fe0d089932a1b7f325e822252e3042b73178c7aa80e1c0d12bcef2e47|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-08-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-08|25fcd87fe0d089932a1b7f325e822252e3042b73178c7aa80e1c0d12bcef2e47|200|success|2|1322|4b49b28d836e57c2c3f8d43a93acd00a93b169fcd603338f9ab350f541e9665c
request-selected-source-wrapped-contains-target-08-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-08|25fcd87fe0d089932a1b7f325e822252e3042b73178c7aa80e1c0d12bcef2e47|200|success|200|85531|ed34441ff634f19c276911a1fa193106a9070fde1065b57fc7ec71132b8d5f66
request-selected-source-wrapped-contains-target-09-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-09|976770abc561e74e52c74c7f3b827fe70800ef502defdde9a4fa534aa511bd33|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-09-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-09|976770abc561e74e52c74c7f3b827fe70800ef502defdde9a4fa534aa511bd33|200|success|1|758|cd83129b7654f9c1ac40c94032a03833f5b559e4d6d903ce58c899d274674334
request-selected-source-wrapped-contains-target-09-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-09|976770abc561e74e52c74c7f3b827fe70800ef502defdde9a4fa534aa511bd33|200|success|200|84710|8302a9dc08d5cf465b56333dad5757a62c24d743692acbdbf8e81919ebd097a0
request-selected-source-wrapped-contains-target-10-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-10|b80280988a4b3197bdd2348d3550b46e5d99e01f6e4a1abcb8668612b4a7bcf1|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-10-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-10|b80280988a4b3197bdd2348d3550b46e5d99e01f6e4a1abcb8668612b4a7bcf1|200|success|1|821|f3f4d5fb39ff9fde7dcf6d88e4f52bcc4c277ed98626ccca0b17c4ddbb20b035
request-selected-source-wrapped-contains-target-10-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-10|b80280988a4b3197bdd2348d3550b46e5d99e01f6e4a1abcb8668612b4a7bcf1|200|success|200|86914|eec30bd784e53b80ccd384559e9d1f853b8152ad8db90ad1f27d391bf03fc0d8
request-selected-source-wrapped-contains-target-11-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-11|ff7c9f064acf1b8f0c7104242efebdb73dfcc6db0739150c3d56bcc4ebbfb47f|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-11-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-11|ff7c9f064acf1b8f0c7104242efebdb73dfcc6db0739150c3d56bcc4ebbfb47f|200|success|1|758|f8ea31527e372a7d8e0f896bc894b97d788067aa20d0af371a4239382f72a4d1
request-selected-source-wrapped-contains-target-11-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-11|ff7c9f064acf1b8f0c7104242efebdb73dfcc6db0739150c3d56bcc4ebbfb47f|200|success|200|84862|36598e3ab73085dce50e849dda8b6a32b1088eab3f02f052e9536f16613b5d4b
request-selected-source-wrapped-contains-target-12-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-12|fbfd92bdb617f8eef3c84ce77e1116d4f0d1116a40b9fc543770c1a430e829ec|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-12-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-12|fbfd92bdb617f8eef3c84ce77e1116d4f0d1116a40b9fc543770c1a430e829ec|200|success|2|1348|569ba2c2d8626f5c6804b713aa9f9bd5155648246e0bb082ab37cf407a3ccee9
request-selected-source-wrapped-contains-target-12-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-12|fbfd92bdb617f8eef3c84ce77e1116d4f0d1116a40b9fc543770c1a430e829ec|200|success|200|85894|f22afa8ccaad259750ce50e850502822308b2565f707f284de32cd44d5ef328a
request-selected-source-wrapped-contains-target-13-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-13|99b23d6e37ddba640f96acd0d7b903185c9b38cc0e6df93374f9fe569bbc4c38|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-13-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-13|99b23d6e37ddba640f96acd0d7b903185c9b38cc0e6df93374f9fe569bbc4c38|200|success|5|2824|ebb699b5b0554cc639408add00ca9d9aae37f3553c5e6ea606cb7e66e171933f
request-selected-source-wrapped-contains-target-13-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-13|99b23d6e37ddba640f96acd0d7b903185c9b38cc0e6df93374f9fe569bbc4c38|200|success|200|86344|2e714969993f2a86ba5c715dc52b2c7d6dbaed9b2320da2399ecdf29ec9f1e4e
request-selected-source-wrapped-contains-target-14-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-14|caf42d54ef3437f216c963929327ed5ef3f52ce080fa2be4c3305c2370617ab1|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-14-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-14|caf42d54ef3437f216c963929327ed5ef3f52ce080fa2be4c3305c2370617ab1|200|success|3|1887|cfce92c06f8a0a93444f0ec3592aad57c255799cc7a1286e673f5c8cc3173d20
request-selected-source-wrapped-contains-target-14-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-14|caf42d54ef3437f216c963929327ed5ef3f52ce080fa2be4c3305c2370617ab1|200|success|200|88102|f384f54b9e0494c603dd9e83eb2ca0ad0386a359a2e1d6a356e225c072977e41
request-selected-source-wrapped-contains-target-15-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-15|396286291622042417a1e42f88e1a07f9e973d88a4b45b59c7408d3e8fe8e4cd|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-15-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-15|396286291622042417a1e42f88e1a07f9e973d88a4b45b59c7408d3e8fe8e4cd|200|success|1|765|ae20f86c5a0d43140079bdbb52041ad145178823d6189b8171bbe58dc0d82dcc
request-selected-source-wrapped-contains-target-15-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-android-15|396286291622042417a1e42f88e1a07f9e973d88a4b45b59c7408d3e8fe8e4cd|200|success|200|82358|6db1e45464dd1e42fc627a3ee68393b586d132e4817f87f1da72cb180e7925bb
request-selected-source-wrapped-contains-target-16-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-00|3ffa856892be3e0263f2c72254cefdb4bafce48e10eea2a8426b6af88f144658|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-16-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-00|3ffa856892be3e0263f2c72254cefdb4bafce48e10eea2a8426b6af88f144658|200|success|1|771|41ad9b5110585bc89df35b9d0a0c6bd66daaf6c239b4212552d078b2f2a28c34
request-selected-source-wrapped-contains-target-16-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-00|3ffa856892be3e0263f2c72254cefdb4bafce48e10eea2a8426b6af88f144658|200|success|200|94237|51b180cd96740a311cc61165baa84cc05517b2f28ac6c70debc25f8e14514414
request-selected-source-wrapped-contains-target-17-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-01|5bd11253ba6bcbac28c2d0805dbd50585f63593fbbabbc299bce9c8b5e4238f0|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-17-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-01|5bd11253ba6bcbac28c2d0805dbd50585f63593fbbabbc299bce9c8b5e4238f0|200|success|5|2976|7d286938fe2f40cd4cb86cd26be11c3221bfff86202fa9b705bdc1c77967743f
request-selected-source-wrapped-contains-target-17-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-01|5bd11253ba6bcbac28c2d0805dbd50585f63593fbbabbc299bce9c8b5e4238f0|200|success|200|92381|87c915d88746be4a40b85e67e7de71966365a455358cc138185e5c1f5bcf1251
request-selected-source-wrapped-contains-target-18-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-02|4f53553340fcd09378fe28c9d287d1bd3c78d0e5004534ad87493f082178a0db|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-18-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-02|4f53553340fcd09378fe28c9d287d1bd3c78d0e5004534ad87493f082178a0db|200|success|12|6781|abf0682228739bdef1eb0d4b5b1449d7697f9412e644bd07a974f6e04213652e
request-selected-source-wrapped-contains-target-18-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-02|4f53553340fcd09378fe28c9d287d1bd3c78d0e5004534ad87493f082178a0db|200|success|200|95198|7d65fbc43e0cf8a1d4323c709e6963c32bdea3f389f5b683f619eee1fd79dc90
request-selected-source-wrapped-contains-target-19-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-03|e68986e5919884640710cc61d8f44310a6d888f55992390edbcc7ae70b8b8fa8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-19-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-03|e68986e5919884640710cc61d8f44310a6d888f55992390edbcc7ae70b8b8fa8|200|success|11|6327|72232d5a8299b69c619beb4cebd0967a4ca8f1378844d7914f795f7c5126cc48
request-selected-source-wrapped-contains-target-19-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-03|e68986e5919884640710cc61d8f44310a6d888f55992390edbcc7ae70b8b8fa8|200|success|200|96673|6ab8193cda24a8f589b0e7412ffcc3549afc3180a092c899437bb3ef2f8324ef
request-selected-source-wrapped-contains-target-20-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-04|2d9d29e96c28d6df21e1933cc2da3a076217ec4c30461070c5e997e04aa952cb|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-20-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-04|2d9d29e96c28d6df21e1933cc2da3a076217ec4c30461070c5e997e04aa952cb|200|success|1|763|7811e1c0f64fb9174b112349d7a5f89fec8a71f59a6b66db3b1e97241f5dc93c
request-selected-source-wrapped-contains-target-20-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-04|2d9d29e96c28d6df21e1933cc2da3a076217ec4c30461070c5e997e04aa952cb|200|success|200|91604|a93cd6116bda146e01916f4ab7d54aa664da5b5c2287de109c82d6c48fcd38f8
request-selected-source-wrapped-contains-target-21-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-05|a70ca503c8d7edc9fd5b26430e9c4bd9517cfcf9084469733cfeff8a4fef63f8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-21-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-05|a70ca503c8d7edc9fd5b26430e9c4bd9517cfcf9084469733cfeff8a4fef63f8|200|success|1|765|1cf450577b12b3b6a7c19f53479709a92a169add0c4f9defecbc55254bf8d5b3
request-selected-source-wrapped-contains-target-21-dense|graph-parameter|request-selected-source-wrapped-contains|dense|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-05|a70ca503c8d7edc9fd5b26430e9c4bd9517cfcf9084469733cfeff8a4fef63f8|200|success|200|96334|eb6b03599a26f520b43896ee6af6cb6d2a3ec0783b66a0bcb29642b029a4b6eb
request-selected-source-wrapped-contains-target-22-zero|graph-parameter|request-selected-source-wrapped-contains|zero|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-06|629a75c155a37bcac72d6d131b20156694ded2e8aa1abe1c7f03ac03374020b7|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-source-wrapped-contains-target-22-targeted|graph-parameter|request-selected-source-wrapped-contains|targeted|request-graph-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-06|629a75c155a37bcac72d6d131b20156694ded2e8aa1abe1c7f03ac03374020b7|200|success|11|6331|43d88524d9da26840d520d8260a6801a2d864c2023e9806c3df4a5e673a5fd66
